time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,objectives,total_real_distance
10:00 ~ 10:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,37639,82639,54634
11:00 ~ 11:59,0,16,16,16 -> 5 -> 11 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,73228,53962,78962,73228
12:00 ~ 12:59,0,16,16,16 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 5 -> 16,Depot_Beom_Gye -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye,69561,51665,81665,69561
13:00 ~ 13:59,0,16,16,16 -> 5 -> 11 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,73228,55700,80700,73228
14:00 ~ 14:59,0,16,16,16 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 5 -> 16,Depot_Beom_Gye -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye,69561,51513,81513,69561
15:00 ~ 15:59,0,16,16,16 -> 5 -> 11 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 6 -> 17 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,73414,56185,81185,73414
16:00 ~ 16:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,38179,83179,54634
17:00 ~ 17:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,37976,82976,54634
18:00 ~ 18:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,38110,83110,54634
19:00 ~ 19:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,37721,82721,54634
20:00 ~ 20:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,36627,81627,54634
21:00 ~ 21:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,37048,82048,54634
22:00 ~ 22:59,0,16,16,16 -> 5 -> 11 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,60453,42446,82446,60453
23:00 ~ 23:59,0,16,16,16 -> 5 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 16,Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye,54634,37550,82550,54634
