time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,objectives,total_real_distance
10:00 ~ 10:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,50856,92856,110334
11:00 ~ 11:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,46049,88049,110334
12:00 ~ 12:59,0,19,19,19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,94727,43079,85079,94727
13:00 ~ 13:59,0,19,19,19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,94727,42678,84678,94727
14:00 ~ 14:59,0,19,19,19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,94727,43303,85303,94727
15:00 ~ 15:59,0,19,19,19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 6 -> 17 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> 서울 양천구 신정동 -> Depot_Kintex -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,94913,43184,85184,94913
16:00 ~ 16:59,0,19,19,19 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,90491,32340,92340,90491
17:00 ~ 17:59,0,19,19,19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,94727,44833,86833,94727
18:00 ~ 18:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,104108,43773,91773,104108
19:00 ~ 19:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,49242,91242,110334
20:00 ~ 20:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,47807,89807,110334
21:00 ~ 21:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,48682,90682,110334
22:00 ~ 22:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,49555,91555,110334
23:00 ~ 23:59,0,19,19,19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17 -> 6 -> 7 -> 1 -> 18 -> 19,Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Incheon_Airport,110334,49445,91445,110334
